FacilityKey,Facility Type,Latitude,Longitude,CountryCode,CountryName,GlobalRegion,SubRegion,CurrencyCode,PrivacyRegime,ProvinceState,City,LyraFacilityType,ActiveFlag
680,Pharmacy,11.715253378929765,5.042074492966631,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,Western Australia,Perth,In-Person Counselling Centre,1
681,Pharmacy,6.557542293576027,10.556394899435022,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,England,Cardiff,Telephone Counselling Centre,1
682,Pharmacy,7.471725163093176,5.397159161492876,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Seattle,Telephone Counselling Centre,1
683,Pharmacy,11.598651472159492,7.785406402732784,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Miami,Digital Care Hub,1
684,Pharmacy,8.471527316192073,11.362952791271358,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,KwaZulu-Natal,Durban,Telephone Counselling Centre,1
685,Pharmacy,4.48934849676985,7.824644670509011,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,Western Australia,Sydney,Digital Care Hub,1
686,Pharmacy,10.1307500281551,14.33610586052151,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Western Cape,Bloemfontein,In-Person Counselling Centre,1
687,Pharmacy,5.878807014738322,6.85396507637656,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Western Cape,Durban,Telephone Counselling Centre,1
688,Pharmacy,6.284353139233459,13.684342591465205,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,New York,In-Person Counselling Centre,1
689,Pharmacy,8.274459057055328,10.848091140782172,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Northern Ireland,London,Telephone Counselling Centre,1
690,Pharmacy,13.529634655260816,10.089471366680872,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Miami,Telephone Counselling Centre,1
691,Pharmacy,10.552912060605184,5.507475683083815,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Los Angeles,Digital Care Hub,1
692,Pharmacy,8.605919970534865,7.52709502520848,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,New York,Telephone Counselling Centre,1
693,Pharmacy,7.357194839159808,14.532750481010684,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Seattle,Corporate Wellness Site,1
694,Pharmacy,4.730339990297567,4.856315411289522,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Seattle,Telephone Counselling Centre,1
695,Pharmacy,9.88908598702064,4.234718107503954,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Seattle,Telephone Counselling Centre,1
696,Pharmacy,6.1392574118866,13.65851815960128,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Gauteng,Pretoria,Digital Care Hub,1
697,Pharmacy,8.288848794441122,9.92317260360717,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Austin,In-Person Counselling Centre,1
698,Pharmacy,7.791485547196466,3.989423609452017,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Free State,Durban,Telephone Counselling Centre,1
699,Pharmacy,9.060475065496124,13.233959088722605,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Los Angeles,In-Person Counselling Centre,1
700,Pharmacy,10.864220213371825,12.06655103070644,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Miami,Telephone Counselling Centre,1
701,Pharmacy,12.16492773652947,6.111593706906519,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Seattle,Corporate Wellness Site,1
702,Pharmacy,10.565816909899697,6.699912050788171,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Seattle,In-Person Counselling Centre,1
703,Pharmacy,13.633703128131302,9.596448394588895,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,New York,Corporate Wellness Site,1
704,Pharmacy,11.783204102345444,7.886403923121046,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,New York,Corporate Wellness Site,1
705,Pharmacy,6.941818912041387,13.05056474270016,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Seattle,In-Person Counselling Centre,1
706,Pharmacy,6.757009575940597,5.829061217745686,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Ontario,Ottawa,Critical Incident Response Centre,1
707,Pharmacy,11.55741147288787,9.230621577630266,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Miami,In-Person Counselling Centre,1
708,Pharmacy,12.911276605629224,12.930727056291513,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Scotland,Edinburgh,Critical Incident Response Centre,1
709,Pharmacy,4.926028313618616,9.699146278770185,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,New York,Telephone Counselling Centre,1
710,Pharmacy,12.867413570990166,8.788142848523663,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,KwaZulu-Natal,Durban,Digital Care Hub,1
711,Pharmacy,8.337530858933318,5.197212181827443,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Scotland,Cardiff,In-Person Counselling Centre,1
712,Pharmacy,7.882459635257732,12.938037440591092,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,KwaZulu-Natal,Bloemfontein,In-Person Counselling Centre,1
713,Pharmacy,6.448580838090984,8.767283913643885,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Austin,Digital Care Hub,1
714,Pharmacy,8.494210800786275,7.433858422707775,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Seattle,Digital Care Hub,1
715,Pharmacy,8.904779848482203,5.643375500160312,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Seattle,Telephone Counselling Centre,1
716,Pharmacy,9.773296780451492,5.0471390024722105,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,New South Wales,Sydney,Telephone Counselling Centre,1
717,Pharmacy,8.517522075119832,4.435522314717155,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Scotland,Edinburgh,Digital Care Hub,1
718,Pharmacy,5.8083376427873095,11.084933084644298,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Alberta,Montreal,Digital Care Hub,1
719,Pharmacy,6.393147974142158,13.493110561271092,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Seattle,Critical Incident Response Centre,1
720,Pharmacy,12.63269104296036,12.05415448114854,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Eastern Cape,Pretoria,Corporate Wellness Site,1
721,Pharmacy,12.150911951288602,7.633974611718136,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Ontario,Toronto,Critical Incident Response Centre,1
722,Pharmacy,9.565972277469733,7.56516815358642,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Seattle,Digital Care Hub,1
723,Pharmacy,9.520170794583956,7.543038078022574,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,New York,Telephone Counselling Centre,1
724,Pharmacy,12.910634794203997,11.755643651733331,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Eastern Cape,Johannesburg,Telephone Counselling Centre,1
725,Pharmacy,4.286289050719195,14.419995649998164,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Western Cape,Cape Town,Corporate Wellness Site,1
726,Pharmacy,11.115781663604032,7.329301553781402,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Scotland,Cardiff,Digital Care Hub,1
727,Pharmacy,13.734304837213369,11.268092004873385,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Seattle,Telephone Counselling Centre,1
728,Pharmacy,7.34350933415311,12.721437079475471,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,England,Edinburgh,In-Person Counselling Centre,1
729,Pharmacy,4.729746475144975,4.587678633273361,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Los Angeles,Critical Incident Response Centre,1
730,Pharmacy,5.461655796876116,3.918547962394874,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Miami,In-Person Counselling Centre,1
731,Pharmacy,8.58689572846897,6.451889851721645,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Austin,In-Person Counselling Centre,1
732,Pharmacy,11.140081192645376,6.279600922574216,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,England,Manchester,In-Person Counselling Centre,1
733,Pharmacy,6.032453611361072,10.40355387719912,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Eastern Cape,Johannesburg,Telephone Counselling Centre,1
734,Pharmacy,10.785254763830666,8.404473993648482,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Austin,In-Person Counselling Centre,1
735,Pharmacy,12.66393712966913,14.2972999380575,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Los Angeles,In-Person Counselling Centre,1
736,Pharmacy,4.418569854075005,3.798199800036652,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,Victoria,Melbourne,Telephone Counselling Centre,1
737,Pharmacy,8.236246329987992,8.298319703537297,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Seattle,Corporate Wellness Site,1
738,Pharmacy,12.479652287406044,8.18585948947525,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Scotland,Edinburgh,In-Person Counselling Centre,1
739,Pharmacy,5.238460361051504,8.081348112155855,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Austin,Corporate Wellness Site,1
740,Pharmacy,8.401435761122405,6.751761988419616,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,New York,Corporate Wellness Site,1
741,Pharmacy,4.601434578799278,8.384381380427525,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Los Angeles,Telephone Counselling Centre,1
742,Pharmacy,5.222465680510544,12.929747710583737,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Seattle,Digital Care Hub,1
743,Pharmacy,9.338530166499446,12.317661159402682,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Eastern Cape,Cape Town,In-Person Counselling Centre,1
744,Pharmacy,7.2702319552754435,8.667784412606611,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Miami,Corporate Wellness Site,1
745,Pharmacy,4.565552212578816,13.920625235467089,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Miami,Telephone Counselling Centre,1
746,Pharmacy,5.039630616484821,7.287379020367064,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,New South Wales,Melbourne,Digital Care Hub,1
747,Pharmacy,8.86811191061932,10.060424891984644,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,New York,Digital Care Hub,1
748,Pharmacy,7.616981718569871,13.012627444192011,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,New York,Telephone Counselling Centre,1
749,Pharmacy,11.26835412436967,4.326848520132345,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,Victoria,Perth,Telephone Counselling Centre,1
750,Pharmacy,7.753989106799358,10.883351211716038,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Western Cape,Cape Town,Digital Care Hub,1
751,Pharmacy,12.708949783126991,13.558741494417385,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Los Angeles,Digital Care Hub,1
752,Pharmacy,7.095503025460731,5.717630061007048,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Quebec,Vancouver,In-Person Counselling Centre,1
753,Pharmacy,4.687357864606812,5.758830211730718,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Western Cape,Bloemfontein,Digital Care Hub,1
754,Pharmacy,12.74625134216117,3.433467855329599,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Los Angeles,In-Person Counselling Centre,1
755,Pharmacy,7.103693027970374,4.092492255215097,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Miami,Digital Care Hub,1
756,Pharmacy,6.206528701969936,13.691853589059312,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Northern Ireland,Edinburgh,Telephone Counselling Centre,1
757,Pharmacy,9.97275787093581,13.410559658310085,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Gauteng,Durban,Corporate Wellness Site,1
758,Pharmacy,6.019494048220267,7.544695559697356,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Austin,Telephone Counselling Centre,1
759,Pharmacy,4.313209876744645,7.210626527282923,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,Victoria,Adelaide,In-Person Counselling Centre,1
760,Pharmacy,13.51750934416005,12.41354331256067,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Northern Ireland,Manchester,Telephone Counselling Centre,1
761,Pharmacy,10.464780268739982,10.762505447726234,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Miami,Telephone Counselling Centre,1
762,Pharmacy,6.124444673755821,14.483736721290894,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Seattle,In-Person Counselling Centre,1
763,Pharmacy,11.844224367057189,9.831698960207696,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Miami,Telephone Counselling Centre,1
764,Pharmacy,8.228316900687291,8.502528724415503,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Eastern Cape,Pretoria,Corporate Wellness Site,1
765,Pharmacy,8.162099761857927,4.8214244413741385,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,New York,Telephone Counselling Centre,1
766,Pharmacy,7.568452327717752,8.388383756185217,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Gauteng,Durban,In-Person Counselling Centre,1
767,Pharmacy,4.330299164448448,10.22944044901958,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Wales,Manchester,In-Person Counselling Centre,1
