MedicationSalesKey,MedicationSalesID,Date_Sold,Med_name,Med_class,Quantity_Sold,Price,DateKey,CountryCode,CountryKey,CountryName,GlobalRegion,CurrencyCode,MentalHealthMedicationFlag,TherapeuticClass,MedicationName,MedicationKey,ClientCompanyKey,ClientCompanyName,IndustrySectorName,MedicationSalesAmountLocal,MedicationSalesAmountZAR,PrescriptionRequiredFlag,TreatmentType,LoadDTS
348,MEDSALE000000348,2019-11-30,Atenolol Tablet (50 mg), Beta-Blocker,6,8.8,20191130,US,1,United States,North America,USD,0, Beta-Blocker,Atenolol Tablet,171,8,US Healthcare Employer,Healthcare,52.8,976.8,0,General Healthcare Medication,2026-05-26 09:14:55
349,MEDSALE000000349,2022-07-29,Hydrocortisone Topical Cream (2, Low-Potency Corticosteroid,62,85.9,20220729,US,1,United States,North America,USD,0, Low-Potency Corticosteroid,Hydrocortisone Topical Cream (2,38,16,Global Logistics Employer,Logistics and Supply Chain,5325.8,98527.3,0,General Healthcare Medication,2026-05-26 09:14:55
350,MEDSALE000000350,2021-02-13,Flumazenil Injection (0.1 mg/mL), Benzodiazepine Antagonist,79,6.9,20210213,ZA,2,South Africa,Africa,ZAR,1, Benzodiazepine Antagonist,Flumazenil Injection,172,6,South African Public Sector Employer,Public Sector,545.1,545.1,1,Mental Health Medication,2026-05-26 09:14:55
351,MEDSALE000000351,2021-02-09,Aspirin Tablet (81 mg), Platelet Aggregation Inhibitor,37,94.7,20210209,CA,5,Canada,North America,CAD,0, Platelet Aggregation Inhibitor,Aspirin Tablet,99,14,Canadian Technology Employer,Technology,3503.9,47653.04,0,General Healthcare Medication,2026-05-26 09:14:55
352,MEDSALE000000352,2019-02-17,Fluocinolone Topical Oil (0.01%), Low-Potency Corticosteroid,10,69.2,20190217,US,1,United States,North America,USD,0, Low-Potency Corticosteroid,Fluocinolone Topical Oil,153,9,US Financial Services Employer,Financial Services,692.0,12802.0,0,General Healthcare Medication,2026-05-26 09:14:55
353,MEDSALE000000353,2022-07-08,"Acetaminophen Tablet (1,000 mg)", Analgesic,92,26.6,20220708,AU,4,Australia,Asia-Pacific,AUD,0, Analgesic,Acetaminophen Tablet,54,12,Australian Mining Employer,Mining,2447.2,29855.84,0,General Healthcare Medication,2026-05-26 09:14:55
354,MEDSALE000000354,2022-04-13,Methylprednisolone Tablet (4 mg), Corticosteroid,60,25.2,20220413,AU,4,Australia,Asia-Pacific,AUD,0, Corticosteroid,Methylprednisolone Tablet,77,12,Australian Mining Employer,Mining,1512.0,18446.4,0,General Healthcare Medication,2026-05-26 09:14:55
355,MEDSALE000000355,2019-08-30,Atropine Injection (0.1 mg/mL), Anticholinergic,65,61.0,20190830,US,1,United States,North America,USD,0, Anticholinergic,Atropine Injection,173,16,Global Logistics Employer,Logistics and Supply Chain,3965.0,73352.5,0,General Healthcare Medication,2026-05-26 09:14:55
356,MEDSALE000000356,2021-12-22,Cialis Tablet (5 mg), Phosphodiesterase Type 5 Inhibitor,74,89.9,20211222,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Cialis Tablet,131,8,US Healthcare Employer,Healthcare,6652.6,123073.1,0,General Healthcare Medication,2026-05-26 09:14:55
357,MEDSALE000000357,2023-04-29,Atenolol Tablet (50 mg), Beta-Blocker,46,31.3,20230429,ZA,2,South Africa,Africa,ZAR,0, Beta-Blocker,Atenolol Tablet,171,4,MTN Group,Telecommunications,1439.8,1439.8,0,General Healthcare Medication,2026-05-26 09:14:55
358,MEDSALE000000358,2020-05-14,Dutasteride Capsule (0.5 mg), 5-Alpha Reductase Inhibitor,31,4.4,20200514,CA,5,Canada,North America,CAD,0, 5-Alpha Reductase Inhibitor,Dutasteride Capsule,31,15,Canadian Retail Employer,Retail,136.4,1855.04,0,General Healthcare Medication,2026-05-26 09:14:55
359,MEDSALE000000359,2019-09-11,Tadalafil Tablet (20 mg), Phosphodiesterase Type 5 Inhibitor,28,80.6,20190911,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Tadalafil Tablet,156,16,Global Logistics Employer,Logistics and Supply Chain,2256.8,41750.8,0,General Healthcare Medication,2026-05-26 09:14:55
360,MEDSALE000000360,2023-02-06,Labetalol Tablet (200 mg), Beta-Blocker/Alpha-Blocker Combination,75,71.8,20230206,UK,3,United Kingdom,Europe,GBP,0, Beta-Blocker/Alpha-Blocker Combination,Labetalol Tablet,174,10,UK Public Sector Employer,Public Sector,5385.0,126547.5,0,General Healthcare Medication,2026-05-26 09:14:55
361,MEDSALE000000361,2018-11-26,Acetaminophen Tablet (650 mg), Analgesic,74,17.0,20181126,US,1,United States,North America,USD,0, Analgesic,Acetaminophen Tablet,175,8,US Healthcare Employer,Healthcare,1258.0,23273.0,0,General Healthcare Medication,2026-05-26 09:14:55
362,MEDSALE000000362,2019-09-30,Alprostadil Urethral Suppository (50 mcg), Prostaglandin E1 Analog,55,1.6,20190930,ZA,2,South Africa,Africa,ZAR,0, Prostaglandin E1 Analog,Alprostadil Urethral Suppository,122,3,Vodacom,Telecommunications,88.0,88.0,0,General Healthcare Medication,2026-05-26 09:14:55
363,MEDSALE000000363,2020-07-18,Temazepam Capsule (15 mg), Benzodiazepine,26,33.7,20200718,ZA,2,South Africa,Africa,ZAR,1, Benzodiazepine,Temazepam Capsule,136,6,South African Public Sector Employer,Public Sector,876.2,876.2,1,Mental Health Medication,2026-05-26 09:14:55
364,MEDSALE000000364,2023-06-10,Alprostadil Urethral Suppository (125 mcg), Prostaglandin E1 Analog,24,22.4,20230610,AU,4,Australia,Asia-Pacific,AUD,0, Prostaglandin E1 Analog,Alprostadil Urethral Suppository,2,13,Australian Healthcare Employer,Healthcare,537.6,6558.72,0,General Healthcare Medication,2026-05-26 09:14:55
365,MEDSALE000000365,2023-03-22,Clonazepam Tablet (1 mg), Anticonvulsant,97,65.7,20230322,CA,5,Canada,North America,CAD,0, Anticonvulsant,Clonazepam Tablet,125,15,Canadian Retail Employer,Retail,6372.9,86671.44,0,General Healthcare Medication,2026-05-26 09:14:55
366,MEDSALE000000366,2019-08-30,Losartan Tablet (50 mg), Angiotensin II Receptor Blocker,87,20.0,20190830,UK,3,United Kingdom,Europe,GBP,0, Angiotensin II Receptor Blocker,Losartan Tablet,176,10,UK Public Sector Employer,Public Sector,1740.0,40890.0,0,General Healthcare Medication,2026-05-26 09:14:55
367,MEDSALE000000367,2021-01-03,Betamethasone Topical Cream (0.05%), High-Potency Corticosteroid,87,77.3,20210103,AU,4,Australia,Asia-Pacific,AUD,0, High-Potency Corticosteroid,Betamethasone Topical Cream,177,13,Australian Healthcare Employer,Healthcare,6725.1,82046.22,0,General Healthcare Medication,2026-05-26 09:14:55
368,MEDSALE000000368,2022-03-05,Vardenafil Tablet (10 mg), Phosphodiesterase Type 5 Inhibitor,72,63.7,20220305,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Vardenafil Tablet,178,9,US Financial Services Employer,Financial Services,4586.4,84848.4,0,General Healthcare Medication,2026-05-26 09:14:55
369,MEDSALE000000369,2020-09-06,Doxazosin Tablet (1 mg), Alpha-Blocker,6,37.1,20200906,US,1,United States,North America,USD,0, Alpha-Blocker,Doxazosin Tablet,14,8,US Healthcare Employer,Healthcare,222.6,4118.1,0,General Healthcare Medication,2026-05-26 09:14:55
370,MEDSALE000000370,2021-02-17,Beclomethasone Inhaler (100 mcg/actuation), Inhaled Corticosteroid,88,54.3,20210217,US,1,United States,North America,USD,0, Inhaled Corticosteroid,Beclomethasone Inhaler,138,7,US Technology Employer,Technology,4778.4,88400.4,0,General Healthcare Medication,2026-05-26 09:14:55
371,MEDSALE000000371,2021-03-04,Nebivolol Tablet (5 mg), Beta-Blocker,31,66.4,20210304,ZA,2,South Africa,Africa,ZAR,0, Beta-Blocker,Nebivolol Tablet,81,2,Discovery Limited,Financial Services,2058.4,2058.4,0,General Healthcare Medication,2026-05-26 09:14:55
372,MEDSALE000000372,2020-09-08,Celecoxib Capsule (200 mg), Nonsteroidal Anti-Inflammatory Drug,50,64.5,20200908,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Celecoxib Capsule,59,8,US Healthcare Employer,Healthcare,3225.0,59662.5,0,General Healthcare Medication,2026-05-26 09:14:55
373,MEDSALE000000373,2020-08-04,Acetaminophen Tablet (500 mg), Analgesic,49,61.2,20200804,ZA,2,South Africa,Africa,ZAR,0, Analgesic,Acetaminophen Tablet,130,3,Vodacom,Telecommunications,2998.8,2998.8,0,General Healthcare Medication,2026-05-26 09:14:55
374,MEDSALE000000374,2020-12-17,Rofecoxib Tablet (25 mg), Nonsteroidal Anti-Inflammatory Drug,63,95.3,20201217,UK,3,United Kingdom,Europe,GBP,0, Nonsteroidal Anti-Inflammatory Drug,Rofecoxib Tablet,9,11,UK Financial Services Employer,Financial Services,6003.9,141091.65,0,General Healthcare Medication,2026-05-26 09:14:55
375,MEDSALE000000375,2022-09-03,Aripiprazole Tablet (5 mg), Atypical Antipsychotic,10,25.8,20220903,US,1,United States,North America,USD,1, Atypical Antipsychotic,Aripiprazole Tablet,179,16,Global Logistics Employer,Logistics and Supply Chain,258.0,4773.0,1,Mental Health Medication,2026-05-26 09:14:55
376,MEDSALE000000376,2020-08-28,Hydroquinone Topical Cream (4%), Skin Lightening Agent,28,45.7,20200828,US,1,United States,North America,USD,0, Skin Lightening Agent,Hydroquinone Topical Cream,37,9,US Financial Services Employer,Financial Services,1279.6,23672.6,0,General Healthcare Medication,2026-05-26 09:14:55
377,MEDSALE000000377,2020-12-01,Desoximetasone Topical Cream (0.25%), Mid-Potency Corticosteroid,88,11.1,20201201,US,1,United States,North America,USD,0, Mid-Potency Corticosteroid,Desoximetasone Topical Cream,8,7,US Technology Employer,Technology,976.8,18070.8,0,General Healthcare Medication,2026-05-26 09:14:55
378,MEDSALE000000378,2022-11-27,Prednisolone Tablet (5 mg), Corticosteroid,70,3.6,20221127,US,1,United States,North America,USD,0, Corticosteroid,Prednisolone Tablet,76,9,US Financial Services Employer,Financial Services,252.0,4662.0,0,General Healthcare Medication,2026-05-26 09:14:55
379,MEDSALE000000379,2022-08-21,Gabapentin Capsule (300 mg), Anticonvulsant,36,56.1,20220821,US,1,United States,North America,USD,0, Anticonvulsant,Gabapentin Capsule,126,7,US Technology Employer,Technology,2019.6,37362.6,0,General Healthcare Medication,2026-05-26 09:14:55
380,MEDSALE000000380,2018-11-28,Acetaminophen Tablet (325 mg), Analgesic,79,11.8,20181128,UK,3,United Kingdom,Europe,GBP,0, Analgesic,Acetaminophen Tablet,146,10,UK Public Sector Employer,Public Sector,932.2,21906.7,0,General Healthcare Medication,2026-05-26 09:14:55
381,MEDSALE000000381,2019-07-12,Sildenafil Tablet (2, Phosphodiesterase Type 5 Inhibitor,61,97.8,20190712,CA,5,Canada,North America,CAD,0, Phosphodiesterase Type 5 Inhibitor,Sildenafil Tablet (2,180,15,Canadian Retail Employer,Retail,5965.8,81134.88,0,General Healthcare Medication,2026-05-26 09:14:55
382,MEDSALE000000382,2021-08-11,Prazosin Capsule (2 mg), Alpha-Blocker,25,8.8,20210811,ZA,2,South Africa,Africa,ZAR,0, Alpha-Blocker,Prazosin Capsule,181,1,Standard Bank,Financial Services,220.0,220.0,0,General Healthcare Medication,2026-05-26 09:14:55
383,MEDSALE000000383,2022-07-13,Finasteride Tablet (5 mg), 5-Alpha Reductase Inhibitor,62,93.7,20220713,US,1,United States,North America,USD,0, 5-Alpha Reductase Inhibitor,Finasteride Tablet,21,7,US Technology Employer,Technology,5809.4,107473.9,0,General Healthcare Medication,2026-05-26 09:14:55
384,MEDSALE000000384,2020-06-06,Valproic Acid Capsule (250 mg), Anticonvulsant,51,52.0,20200606,US,1,United States,North America,USD,0, Anticonvulsant,Valproic Acid Capsule,182,7,US Technology Employer,Technology,2652.0,49062.0,0,General Healthcare Medication,2026-05-26 09:14:55
385,MEDSALE000000385,2021-02-14,Halobetasol Topical Ointment (0.05%), High-Potency Corticosteroid,69,98.0,20210214,US,1,United States,North America,USD,0, High-Potency Corticosteroid,Halobetasol Topical Ointment,34,9,US Financial Services Employer,Financial Services,6762.0,125097.0,0,General Healthcare Medication,2026-05-26 09:14:55
386,MEDSALE000000386,2022-05-03,Naproxen Tablet (250 mg), Nonsteroidal Anti-Inflammatory Drug,41,22.3,20220503,UK,3,United Kingdom,Europe,GBP,0, Nonsteroidal Anti-Inflammatory Drug,Naproxen Tablet,90,10,UK Public Sector Employer,Public Sector,914.3,21486.05,0,General Healthcare Medication,2026-05-26 09:14:55
387,MEDSALE000000387,2020-08-27,Doxazosin Tablet (4 mg), Alpha-Blocker,92,22.1,20200827,US,1,United States,North America,USD,0, Alpha-Blocker,Doxazosin Tablet,183,9,US Financial Services Employer,Financial Services,2033.2,37614.2,0,General Healthcare Medication,2026-05-26 09:14:55
388,MEDSALE000000388,2022-06-11,"Nystatin Cream (100,000 units/g)", Antifungal,3,92.5,20220611,US,1,United States,North America,USD,0, Antifungal,Nystatin Cream,32,8,US Healthcare Employer,Healthcare,277.5,5133.75,0,General Healthcare Medication,2026-05-26 09:14:55
389,MEDSALE000000389,2022-03-11,Cialis Tablet (2, Phosphodiesterase Type 5 Inhibitor,86,56.0,20220311,ZA,2,South Africa,Africa,ZAR,0, Phosphodiesterase Type 5 Inhibitor,Cialis Tablet (2,46,1,Standard Bank,Financial Services,4816.0,4816.0,0,General Healthcare Medication,2026-05-26 09:14:55
390,MEDSALE000000390,2020-08-21,Triamcinolone Topical Ointment (0.1%), Corticosteroid,79,13.5,20200821,US,1,United States,North America,USD,0, Corticosteroid,Triamcinolone Topical Ointment,20,7,US Technology Employer,Technology,1066.5,19730.25,0,General Healthcare Medication,2026-05-26 09:14:55
391,MEDSALE000000391,2022-07-29,Isoproterenol Injection (0.2 mg/mL), Sympathomimetic,62,35.7,20220729,ZA,2,South Africa,Africa,ZAR,0, Sympathomimetic,Isoproterenol Injection,62,6,South African Public Sector Employer,Public Sector,2213.4,2213.4,0,General Healthcare Medication,2026-05-26 09:14:55
392,MEDSALE000000392,2021-03-03,Levalbuterol Inhaler (45 mcg/actuation), Short-Acting Beta-2 Agonist,67,21.9,20210303,UK,3,United Kingdom,Europe,GBP,0, Short-Acting Beta-2 Agonist,Levalbuterol Inhaler,124,11,UK Financial Services Employer,Financial Services,1467.3,34481.55,0,General Healthcare Medication,2026-05-26 09:14:55
393,MEDSALE000000393,2023-06-05,Clobetasol Topical Cream (0.05%), High-Potency Corticosteroid,62,26.1,20230605,US,1,United States,North America,USD,0, High-Potency Corticosteroid,Clobetasol Topical Cream,60,7,US Technology Employer,Technology,1618.2,29936.7,0,General Healthcare Medication,2026-05-26 09:14:55
394,MEDSALE000000394,2021-05-17,Finasteride Tablet (5 mg), 5-Alpha Reductase Inhibitor,35,33.6,20210517,US,1,United States,North America,USD,0, 5-Alpha Reductase Inhibitor,Finasteride Tablet,21,9,US Financial Services Employer,Financial Services,1176.0,21756.0,0,General Healthcare Medication,2026-05-26 09:14:55
395,MEDSALE000000395,2022-06-06,Sildenafil Tablet (100 mg), Phosphodiesterase Type 5 Inhibitor,19,47.8,20220606,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Sildenafil Tablet,169,8,US Healthcare Employer,Healthcare,908.2,16801.7,0,General Healthcare Medication,2026-05-26 09:14:55
396,MEDSALE000000396,2021-12-17,Hydroquinone Topical Cream (4%), Skin Lightening Agent,36,79.4,20211217,US,1,United States,North America,USD,0, Skin Lightening Agent,Hydroquinone Topical Cream,37,9,US Financial Services Employer,Financial Services,2858.4,52880.4,0,General Healthcare Medication,2026-05-26 09:14:55
397,MEDSALE000000397,2018-11-02,Tadalafil Tablet (20 mg), Phosphodiesterase Type 5 Inhibitor,48,82.0,20181102,AU,4,Australia,Asia-Pacific,AUD,0, Phosphodiesterase Type 5 Inhibitor,Tadalafil Tablet,156,13,Australian Healthcare Employer,Healthcare,3936.0,48019.2,0,General Healthcare Medication,2026-05-26 09:14:55
398,MEDSALE000000398,2019-05-24,Sildenafil Tablet (25 mg), Phosphodiesterase Type 5 Inhibitor,60,91.6,20190524,UK,3,United Kingdom,Europe,GBP,0, Phosphodiesterase Type 5 Inhibitor,Sildenafil Tablet,98,10,UK Public Sector Employer,Public Sector,5496.0,129156.0,0,General Healthcare Medication,2026-05-26 09:14:55
399,MEDSALE000000399,2019-08-02,Hydrocortisone Valerate Topical Cream (0.2%), Low-Potency Corticosteroid,87,55.5,20190802,UK,3,United Kingdom,Europe,GBP,0, Low-Potency Corticosteroid,Hydrocortisone Valerate Topical Cream,70,10,UK Public Sector Employer,Public Sector,4828.5,113469.75,0,General Healthcare Medication,2026-05-26 09:14:55
400,MEDSALE000000400,2021-10-28,Timolol Tablet (10 mg), Beta-Blocker,74,3.8,20211028,ZA,2,South Africa,Africa,ZAR,0, Beta-Blocker,Timolol Tablet,115,5,Sasol,Energy,281.2,281.2,0,General Healthcare Medication,2026-05-26 09:14:55
401,MEDSALE000000401,2020-09-13,Alprostadil Urethral Suppository (125 mcg), Prostaglandin E1 Analog,86,95.1,20200913,US,1,United States,North America,USD,0, Prostaglandin E1 Analog,Alprostadil Urethral Suppository,2,8,US Healthcare Employer,Healthcare,8178.6,151304.1,0,General Healthcare Medication,2026-05-26 09:14:55
402,MEDSALE000000402,2022-03-03,Alprostadil Injection (20 mcg/mL), Prostaglandin E1 Analog,47,97.6,20220303,US,1,United States,North America,USD,0, Prostaglandin E1 Analog,Alprostadil Injection,25,7,US Technology Employer,Technology,4587.2,84863.2,0,General Healthcare Medication,2026-05-26 09:14:55
403,MEDSALE000000403,2020-02-15,Hydroquinone Topical Cream (4%), Skin Lightening Agent,8,56.9,20200215,CA,5,Canada,North America,CAD,0, Skin Lightening Agent,Hydroquinone Topical Cream,37,15,Canadian Retail Employer,Retail,455.2,6190.72,0,General Healthcare Medication,2026-05-26 09:14:55
404,MEDSALE000000404,2023-02-11,Betamethasone Topical Cream (0.05%), High-Potency Corticosteroid,17,66.6,20230211,US,1,United States,North America,USD,0, High-Potency Corticosteroid,Betamethasone Topical Cream,177,7,US Technology Employer,Technology,1132.2,20945.7,0,General Healthcare Medication,2026-05-26 09:14:55
405,MEDSALE000000405,2020-01-06,Risperidone Tablet (1 mg), Atypical Antipsychotic,32,6.3,20200106,AU,4,Australia,Asia-Pacific,AUD,1, Atypical Antipsychotic,Risperidone Tablet,184,12,Australian Mining Employer,Mining,201.6,2459.52,1,Mental Health Medication,2026-05-26 09:14:55
406,MEDSALE000000406,2019-06-28,Terazosin Tablet (10 mg), Alpha-Blocker,48,41.6,20190628,CA,5,Canada,North America,CAD,0, Alpha-Blocker,Terazosin Tablet,12,15,Canadian Retail Employer,Retail,1996.8,27156.48,0,General Healthcare Medication,2026-05-26 09:14:55
407,MEDSALE000000407,2021-03-17,Tamsulosin Capsule (0.4 mg), Alpha-Blocker,69,89.4,20210317,ZA,2,South Africa,Africa,ZAR,0, Alpha-Blocker,Tamsulosin Capsule,93,1,Standard Bank,Financial Services,6168.6,6168.6,0,General Healthcare Medication,2026-05-26 09:14:55
408,MEDSALE000000408,2019-08-05,Clomiphene Tablet (50 mg), Selective Estrogen Receptor Modulator,50,73.1,20190805,US,1,United States,North America,USD,0, Selective Estrogen Receptor Modulator,Clomiphene Tablet,66,8,US Healthcare Employer,Healthcare,3655.0,67617.5,0,General Healthcare Medication,2026-05-26 09:14:55
409,MEDSALE000000409,2023-06-30,Lorazepam Tablet (1 mg), Benzodiazepine,94,30.0,20230630,US,1,United States,North America,USD,1, Benzodiazepine,Lorazepam Tablet,120,9,US Financial Services Employer,Financial Services,2820.0,52170.0,1,Mental Health Medication,2026-05-26 09:14:55
410,MEDSALE000000410,2021-02-08,Cialis Tablet (5 mg), Phosphodiesterase Type 5 Inhibitor,92,77.9,20210208,ZA,2,South Africa,Africa,ZAR,0, Phosphodiesterase Type 5 Inhibitor,Cialis Tablet,131,6,South African Public Sector Employer,Public Sector,7166.8,7166.8,0,General Healthcare Medication,2026-05-26 09:14:55
411,MEDSALE000000411,2022-08-02,Hydroxychloroquine Tablet (200 mg), Disease-Modifying Antirheumatic Drug,39,5.0,20220802,US,1,United States,North America,USD,0, Disease-Modifying Antirheumatic Drug,Hydroxychloroquine Tablet,83,7,US Technology Employer,Technology,195.0,3607.5,0,General Healthcare Medication,2026-05-26 09:14:55
412,MEDSALE000000412,2022-01-17,Olopatadine Nasal Spray (665 mcg/spray), Intranasal Antihistamine,32,31.7,20220117,US,1,United States,North America,USD,0, Intranasal Antihistamine,Olopatadine Nasal Spray,185,8,US Healthcare Employer,Healthcare,1014.4,18766.4,0,General Healthcare Medication,2026-05-26 09:14:55
413,MEDSALE000000413,2023-03-11,Fluconazole Topical Gel (1%), Antifungal,60,26.4,20230311,AU,4,Australia,Asia-Pacific,AUD,0, Antifungal,Fluconazole Topical Gel,108,13,Australian Healthcare Employer,Healthcare,1584.0,19324.8,0,General Healthcare Medication,2026-05-26 09:14:55
414,MEDSALE000000414,2020-02-20,Montelukast Tablet (4 mg), Leukotriene Receptor Antagonist,49,33.4,20200220,ZA,2,South Africa,Africa,ZAR,0, Leukotriene Receptor Antagonist,Montelukast Tablet,186,6,South African Public Sector Employer,Public Sector,1636.6,1636.6,0,General Healthcare Medication,2026-05-26 09:14:55
415,MEDSALE000000415,2020-12-24,Hydroquinone Topical Cream (4%), Skin Lightening Agent,83,73.1,20201224,CA,5,Canada,North America,CAD,0, Skin Lightening Agent,Hydroquinone Topical Cream,37,15,Canadian Retail Employer,Retail,6067.3,82515.28,0,General Healthcare Medication,2026-05-26 09:14:55
416,MEDSALE000000416,2023-06-13,Nifedipine Topical Ointment (0.2%), Calcium Channel Blocker,5,48.1,20230613,CA,5,Canada,North America,CAD,0, Calcium Channel Blocker,Nifedipine Topical Ointment,101,15,Canadian Retail Employer,Retail,240.5,3270.8,0,General Healthcare Medication,2026-05-26 09:14:55
417,MEDSALE000000417,2020-01-15,Dutasteride Capsule (0.5 mg), 5-Alpha Reductase Inhibitor,16,40.0,20200115,ZA,2,South Africa,Africa,ZAR,0, 5-Alpha Reductase Inhibitor,Dutasteride Capsule,31,3,Vodacom,Telecommunications,640.0,640.0,0,General Healthcare Medication,2026-05-26 09:14:55
418,MEDSALE000000418,2023-01-29,Sildenafil Tablet (2, Phosphodiesterase Type 5 Inhibitor,42,46.4,20230129,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Sildenafil Tablet (2,180,8,US Healthcare Employer,Healthcare,1948.8,36052.8,0,General Healthcare Medication,2026-05-26 09:14:55
419,MEDSALE000000419,2020-04-28,Clonazepam Tablet (1 mg), Anticonvulsant,35,44.3,20200428,US,1,United States,North America,USD,0, Anticonvulsant,Clonazepam Tablet,125,9,US Financial Services Employer,Financial Services,1550.5,28684.25,0,General Healthcare Medication,2026-05-26 09:14:55
420,MEDSALE000000420,2018-11-12,Anastrozole Tablet (1 mg), Aromatase Inhibitor,48,73.8,20181112,US,1,United States,North America,USD,0, Aromatase Inhibitor,Anastrozole Tablet,19,7,US Technology Employer,Technology,3542.4,65534.4,0,General Healthcare Medication,2026-05-26 09:14:55
421,MEDSALE000000421,2022-03-09,Oxycodone Tablet (5 mg), Opioid Analgesic,37,18.9,20220309,US,1,United States,North America,USD,0, Opioid Analgesic,Oxycodone Tablet,187,8,US Healthcare Employer,Healthcare,699.3,12937.05,1,General Healthcare Medication,2026-05-26 09:14:55
422,MEDSALE000000422,2020-01-31,Norepinephrine Injection (2 mg/mL), Sympathomimetic,52,1.3,20200131,US,1,United States,North America,USD,0, Sympathomimetic,Norepinephrine Injection,7,8,US Healthcare Employer,Healthcare,67.6,1250.6,0,General Healthcare Medication,2026-05-26 09:14:55
423,MEDSALE000000423,2019-01-06,Salicylic Acid Topical Cream (3%), Keratolytic,35,14.9,20190106,ZA,2,South Africa,Africa,ZAR,0, Keratolytic,Salicylic Acid Topical Cream,118,6,South African Public Sector Employer,Public Sector,521.5,521.5,0,General Healthcare Medication,2026-05-26 09:14:55
424,MEDSALE000000424,2019-02-14,Clindamycin Topical Lotion (2%), Antibiotic,33,93.2,20190214,ZA,2,South Africa,Africa,ZAR,0, Antibiotic,Clindamycin Topical Lotion,155,4,MTN Group,Telecommunications,3075.6,3075.6,0,General Healthcare Medication,2026-05-26 09:14:55
425,MEDSALE000000425,2023-04-16,Tamsulosin Capsule (0.4 mg), Alpha-Blocker,59,12.1,20230416,US,1,United States,North America,USD,0, Alpha-Blocker,Tamsulosin Capsule,93,7,US Technology Employer,Technology,713.9,13207.15,0,General Healthcare Medication,2026-05-26 09:14:55
426,MEDSALE000000426,2023-06-23,Oxycodone Tablet (5 mg), Opioid Analgesic,82,3.3,20230623,ZA,2,South Africa,Africa,ZAR,0, Opioid Analgesic,Oxycodone Tablet,187,6,South African Public Sector Employer,Public Sector,270.6,270.6,1,General Healthcare Medication,2026-05-26 09:14:55
427,MEDSALE000000427,2022-06-11,Benzoyl Peroxide Topical Gel (10%), Acne Treatment,83,27.5,20220611,AU,4,Australia,Asia-Pacific,AUD,0, Acne Treatment,Benzoyl Peroxide Topical Gel,188,12,Australian Mining Employer,Mining,2282.5,27846.5,0,General Healthcare Medication,2026-05-26 09:14:55
428,MEDSALE000000428,2021-01-06,Dopamine Injection (200 mg/mL), Sympathomimetic,95,54.9,20210106,US,1,United States,North America,USD,0, Sympathomimetic,Dopamine Injection,17,9,US Financial Services Employer,Financial Services,5215.5,96486.75,0,General Healthcare Medication,2026-05-26 09:14:55
429,MEDSALE000000429,2021-03-12,Tamsulosin Capsule (0.4 mg), Alpha-Blocker,71,79.9,20210312,US,1,United States,North America,USD,0, Alpha-Blocker,Tamsulosin Capsule,93,16,Global Logistics Employer,Logistics and Supply Chain,5672.9,104948.65,0,General Healthcare Medication,2026-05-26 09:14:55
430,MEDSALE000000430,2019-09-16,Hydrocortisone Topical Cream (2, Low-Potency Corticosteroid,100,81.6,20190916,US,1,United States,North America,USD,0, Low-Potency Corticosteroid,Hydrocortisone Topical Cream (2,38,7,US Technology Employer,Technology,8160.0,150960.0,0,General Healthcare Medication,2026-05-26 09:14:55
431,MEDSALE000000431,2023-07-20,Fluticasone Inhaler (50 mcg/actuation), Inhaled Corticosteroid,34,64.7,20230720,US,1,United States,North America,USD,0, Inhaled Corticosteroid,Fluticasone Inhaler,10,8,US Healthcare Employer,Healthcare,2199.8,40696.3,0,General Healthcare Medication,2026-05-26 09:14:55
432,MEDSALE000000432,2023-04-26,Amlodipine Tablet (5 mg), Calcium Channel Blocker,65,0.3,20230426,CA,5,Canada,North America,CAD,0, Calcium Channel Blocker,Amlodipine Tablet,129,14,Canadian Technology Employer,Technology,19.5,265.2,0,General Healthcare Medication,2026-05-26 09:14:55
433,MEDSALE000000433,2019-07-04,Epinephrine Injection (1 mg/mL), Sympathomimetic,71,26.8,20190704,ZA,2,South Africa,Africa,ZAR,0, Sympathomimetic,Epinephrine Injection,55,1,Standard Bank,Financial Services,1902.8,1902.8,0,General Healthcare Medication,2026-05-26 09:14:55
434,MEDSALE000000434,2020-04-15,Clindamycin Phosphate Topical Lotion (1%), Antibiotic,23,52.4,20200415,UK,3,United Kingdom,Europe,GBP,0, Antibiotic,Clindamycin Phosphate Topical Lotion,79,10,UK Public Sector Employer,Public Sector,1205.2,28322.2,0,General Healthcare Medication,2026-05-26 09:14:55
435,MEDSALE000000435,2019-06-05,Medroxyprogesterone Tablet (2, Progestin Hormone,38,39.2,20190605,US,1,United States,North America,USD,0, Progestin Hormone,Medroxyprogesterone Tablet (2,147,7,US Technology Employer,Technology,1489.6,27557.6,0,General Healthcare Medication,2026-05-26 09:14:55
